Source,Target,Type
UCotbpp8jxMclJ0s1kNHkXOw,UCq0C0SiUFwm0AVj05t_bAyQ,Directed
UCX43bz1tmmyOQ4lXgLdI2rQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UC8xquvuX_xi7rq_N_L06n5w,UCtcUMxUSMWUNBfOaKUv5cjg,Directed
UC8xquvuX_xi7rq_N_L06n5w,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCY_1RVvcICMND_K-3befqHA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCJGmak23fsMxdthjE5i1UlA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCerRdvyHWE3Fq3fk1HG5Vzg,UC3TAqUdZld-6B76GqrFEV8g,Directed
UCerRdvyHWE3Fq3fk1HG5Vzg,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCOFENeirJL1PRqVojCK5dCA,UCVfCCaDlXyfdwqFLWNAzCdA,Directed
UCOFENeirJL1PRqVojCK5dCA,UCMfQrKhX9cJFUEKrwuQN3lQ,Directed
UC5ljgk-ZnRBrC4fnbSGVsDQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCH4dQFUsFlzz13fukvXW1Ng,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCDgfRACJSj5NIU-ykayWLKw,UC7lzZvH8CjLa2Cz7ZtF9FaQ,Directed
UCDgfRACJSj5NIU-ykayWLKw,UC23FduHce6_Sxlg-B6zLETw,Directed
UCDgfRACJSj5NIU-ykayWLKw,UCnjRfYt5SUX8oGgPVm4qElA,Directed
UCDgfRACJSj5NIU-ykayWLKw,UCgLZRsWOcovcvSEzlWQC1HQ,Directed
UCDgfRACJSj5NIU-ykayWLKw,UCiNvk5FE6TESvUQVa4ejfug,Directed
UCDgfRACJSj5NIU-ykayWLKw,UCv2vgvTIW1wMYBCw8rmzRAQ,Directed
UCDgfRACJSj5NIU-ykayWLKw,UCui1FNByj0e9FLgb0cvzd2w,Directed
UCDgfRACJSj5NIU-ykayWLKw,UC-YWEtkmWjsQcOkcPOaSRAg,Directed
UCDgfRACJSj5NIU-ykayWLKw,UC7O9FJE9W6uUjLMHbBSfu5A,Directed
UCDgfRACJSj5NIU-ykayWLKw,UCI-AynP1PLBTcQEs3rsvFnA,Directed
UCDgfRACJSj5NIU-ykayWLKw,UCcoJdqoJtjqj8zcG93QoyHg,Directed
UCDgfRACJSj5NIU-ykayWLKw,UCuRd_x_ifxG2UGM1kqssdcQ,Directed
UCDgfRACJSj5NIU-ykayWLKw,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCnjRfYt5SUX8oGgPVm4qElA,UCUoTHdk4Uk23_AI9HWBlcJA,Directed
UCnjRfYt5SUX8oGgPVm4qElA,UCgaqs9k-8EZSKiNStQN3bpA,Directed
UCnjRfYt5SUX8oGgPVm4qElA,UC23FduHce6_Sxlg-B6zLETw,Directed
UCnjRfYt5SUX8oGgPVm4qElA,UCDgfRACJSj5NIU-ykayWLKw,Directed
UCnjRfYt5SUX8oGgPVm4qElA,UCv2vgvTIW1wMYBCw8rmzRAQ,Directed
UCnjRfYt5SUX8oGgPVm4qElA,UCeMbJVcYAwc6OF_0rDF0_6A,Directed
UCnjRfYt5SUX8oGgPVm4qElA,UCGj1m0EFZX_viH00y05vdpA,Directed
UCnjRfYt5SUX8oGgPVm4qElA,UCV5cP24Y--fHm2f7gU62zCg,Directed
UCnjRfYt5SUX8oGgPVm4qElA,UCqMolAcGDftCIAevfV4VKCQ,Directed
UCnjRfYt5SUX8oGgPVm4qElA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UC0xP0_XOu91FbRzcLD2WusQ,UCA_gXWtLXGaEgCN2Y4cpgzg,Directed
UC0xP0_XOu91FbRzcLD2WusQ,UCiXQZKLmTi0sEBB6rapIfjg,Directed
UC0xP0_XOu91FbRzcLD2WusQ,UCUYUumAPMI27EnhmnZymaJw,Directed
UC0xP0_XOu91FbRzcLD2WusQ,UC8ROk73ZAWnDk6VS5kXTzVQ,Directed
UC0xP0_XOu91FbRzcLD2WusQ,UCsS2pcVBbDAdn8pPoh0mUkQ,Directed
UC0xP0_XOu91FbRzcLD2WusQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UC_aimwvObqMdm1dWCM_NT3Q,UCCd_I2mXkZ5LcP02cDx1ryw,Directed
UC_aimwvObqMdm1dWCM_NT3Q,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCUoTHdk4Uk23_AI9HWBlcJA,UCnjRfYt5SUX8oGgPVm4qElA,Directed
UCUoTHdk4Uk23_AI9HWBlcJA,UC23FduHce6_Sxlg-B6zLETw,Directed
UCUoTHdk4Uk23_AI9HWBlcJA,UCV5cP24Y--fHm2f7gU62zCg,Directed
UCUoTHdk4Uk23_AI9HWBlcJA,UCgaqs9k-8EZSKiNStQN3bpA,Directed
UCUoTHdk4Uk23_AI9HWBlcJA,UCDgfRACJSj5NIU-ykayWLKw,Directed
UCUoTHdk4Uk23_AI9HWBlcJA,UCGj1m0EFZX_viH00y05vdpA,Directed
UCUoTHdk4Uk23_AI9HWBlcJA,UCv2vgvTIW1wMYBCw8rmzRAQ,Directed
UCUoTHdk4Uk23_AI9HWBlcJA,UCqMolAcGDftCIAevfV4VKCQ,Directed
UCUoTHdk4Uk23_AI9HWBlcJA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCCbzpFe-njGBUENxcHucjqA,UCVfCCaDlXyfdwqFLWNAzCdA,Directed
UCCbzpFe-njGBUENxcHucjqA,UCMfQrKhX9cJFUEKrwuQN3lQ,Directed
UCB_r4iMQ2F2MPNIxEgbtWmg,UCkPjHTuNd_ycm__29dXM3Nw,Directed
UCB_r4iMQ2F2MPNIxEgbtWmg,UCdB3Ai52oLe0VsBfwEA199w,Directed
UCB_r4iMQ2F2MPNIxEgbtWmg,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCUgNuq0Hd4ah36JolXROx7A,UCMfQrKhX9cJFUEKrwuQN3lQ,Directed
UCdB3Ai52oLe0VsBfwEA199w,UCkPjHTuNd_ycm__29dXM3Nw,Directed
UCdB3Ai52oLe0VsBfwEA199w,UCB_r4iMQ2F2MPNIxEgbtWmg,Directed
UCdB3Ai52oLe0VsBfwEA199w,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCkCb39qcYR-J7gdXDE5l7Fg,UCMfQrKhX9cJFUEKrwuQN3lQ,Directed
UCrh2EHTPqEd7iWeXGXT-3EQ,UCnjRfYt5SUX8oGgPVm4qElA,Directed
UCrh2EHTPqEd7iWeXGXT-3EQ,UC23FduHce6_Sxlg-B6zLETw,Directed
UCrh2EHTPqEd7iWeXGXT-3EQ,UCUoTHdk4Uk23_AI9HWBlcJA,Directed
UCrh2EHTPqEd7iWeXGXT-3EQ,UCgaqs9k-8EZSKiNStQN3bpA,Directed
UCrh2EHTPqEd7iWeXGXT-3EQ,UCV5cP24Y--fHm2f7gU62zCg,Directed
UCrh2EHTPqEd7iWeXGXT-3EQ,UCeMbJVcYAwc6OF_0rDF0_6A,Directed
UCrh2EHTPqEd7iWeXGXT-3EQ,UCv2vgvTIW1wMYBCw8rmzRAQ,Directed
UCrh2EHTPqEd7iWeXGXT-3EQ,UCGj1m0EFZX_viH00y05vdpA,Directed
UCrh2EHTPqEd7iWeXGXT-3EQ,UCqMolAcGDftCIAevfV4VKCQ,Directed
UCrh2EHTPqEd7iWeXGXT-3EQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCZHBh_Kv5hIcZL0O1BcyJMw,UCaXj-OScH7hL-N3S2CfhaPQ,Directed
UCZHBh_Kv5hIcZL0O1BcyJMw,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCBAX3b2R0s_QTIv5zptKWEw,UC7_w7iAUK6ysXrZkIVpt7kg,Directed
UCBAX3b2R0s_QTIv5zptKWEw,UC9pvGslyCA3LWZ11qZlL7IA,Directed
UCBAX3b2R0s_QTIv5zptKWEw,UCvGbH22CwNpyhZ4PmB-16Iw,Directed
UCBAX3b2R0s_QTIv5zptKWEw,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCvLqGMB15KKPXPhv7jCPtaQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCvLqGMB15KKPXPhv7jCPtaQ,UCaXj-OScH7hL-N3S2CfhaPQ,Directed
UCcd_-s_2DZUWYsqV_xSJgxA,UC8x4oUi4jVKANeymRYHvbeQ,Directed
UCcd_-s_2DZUWYsqV_xSJgxA,UCNepGkXSwxqlYy8Ncvt2X3g,Directed
UCcd_-s_2DZUWYsqV_xSJgxA,UC23FduHce6_Sxlg-B6zLETw,Directed
UCcd_-s_2DZUWYsqV_xSJgxA,UCPfhTcLM6PQM9NgqqwKKKmQ,Directed
UCcd_-s_2DZUWYsqV_xSJgxA,UCMfQrKhX9cJFUEKrwuQN3lQ,Directed
UCxJ1aZhC_ebAto9_CdxX0oQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCYq3KD7LEL7k_SpIQchnkUA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCYq3KD7LEL7k_SpIQchnkUA,UCMfQrKhX9cJFUEKrwuQN3lQ,Directed
UCiNvk5FE6TESvUQVa4ejfug,UCzIZ8HrzDgc-pNQDUG6avBA,Directed
UCiNvk5FE6TESvUQVa4ejfug,UCui1FNByj0e9FLgb0cvzd2w,Directed
UCiNvk5FE6TESvUQVa4ejfug,UCDSVxiLsQZ2SS0hcZW6UzZA,Directed
UCiNvk5FE6TESvUQVa4ejfug,UCMfQrKhX9cJFUEKrwuQN3lQ,Directed
UCnTyQz2p7GVRxEGVxahUzuA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCgaqs9k-8EZSKiNStQN3bpA,UC23FduHce6_Sxlg-B6zLETw,Directed
UCgaqs9k-8EZSKiNStQN3bpA,UCnjRfYt5SUX8oGgPVm4qElA,Directed
UCgaqs9k-8EZSKiNStQN3bpA,UCeMbJVcYAwc6OF_0rDF0_6A,Directed
UCgaqs9k-8EZSKiNStQN3bpA,UCv2vgvTIW1wMYBCw8rmzRAQ,Directed
UCgaqs9k-8EZSKiNStQN3bpA,UCDgfRACJSj5NIU-ykayWLKw,Directed
UCgaqs9k-8EZSKiNStQN3bpA,UCUoTHdk4Uk23_AI9HWBlcJA,Directed
UCgaqs9k-8EZSKiNStQN3bpA,UCGj1m0EFZX_viH00y05vdpA,Directed
UCgaqs9k-8EZSKiNStQN3bpA,UCV5cP24Y--fHm2f7gU62zCg,Directed
UCgaqs9k-8EZSKiNStQN3bpA,UCqMolAcGDftCIAevfV4VKCQ,Directed
UCgaqs9k-8EZSKiNStQN3bpA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UC7mEUMkI3DInimJy2RK__rw,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCpVauGHkVHyIIRQKCYk1ghQ,UCqGflct7l7S-PW0__8IQKbg,Directed
UCpVauGHkVHyIIRQKCYk1ghQ,UCyI0-Dcbw2arf0s48bCBLgQ,Directed
UCBLRMq6NI3TniDSWUQqadRg,UC1H6EyzahhkrNpKN-DbJ-nQ,Directed
UCBLRMq6NI3TniDSWUQqadRg,UCZvVORR0-neOrWYFYDOEaFg,Directed
UCBLRMq6NI3TniDSWUQqadRg,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UC23FduHce6_Sxlg-B6zLETw,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCgaqs9k-8EZSKiNStQN3bpA,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCYy-O0x1LzUVua1e2oGO-bg,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCB09Du3-E4XgGTtnfLKPZKg,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UC13K16beRVp3XQqGbEkIC1A,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCQNKwa6vW__pkYujtRdLHHw,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCgVt4cvhF8hD6_4zS35KY9Q,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCiRHQTkJlOSgfkEREhDhabQ,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCnjRfYt5SUX8oGgPVm4qElA,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCFrvT80GaZd-KY7Ge6lHNjw,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCGj1m0EFZX_viH00y05vdpA,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCm8bw2_9k9BFsX9IS759mLg,Directed
UCeMbJVcYAwc6OF_0rDF0_6A,UCMfQrKhX9cJFUEKrwuQN3lQ,Directed
UC1EWEQqRAJIUahQM_L3jXlA,UCFxyN81vdCvXwc8i7XtM2pA,Directed
UC23FduHce6_Sxlg-B6zLETw,UC7lzZvH8CjLa2Cz7ZtF9FaQ,Directed
UC23FduHce6_Sxlg-B6zLETw,UCbhwcX6bieVUHWCk-rlgoXg,Directed
UC23FduHce6_Sxlg-B6zLETw,UCAFQo82DCZTo-_tdASPhT3g,Directed
UC23FduHce6_Sxlg-B6zLETw,UCDgfRACJSj5NIU-ykayWLKw,Directed
UC23FduHce6_Sxlg-B6zLETw,UCeMbJVcYAwc6OF_0rDF0_6A,Directed
UC23FduHce6_Sxlg-B6zLETw,UCnjRfYt5SUX8oGgPVm4qElA,Directed
UC23FduHce6_Sxlg-B6zLETw,UCpts-8H1DqUaGmUkFhbXMQQ,Directed
UC23FduHce6_Sxlg-B6zLETw,UCgaqs9k-8EZSKiNStQN3bpA,Directed
UC23FduHce6_Sxlg-B6zLETw,UCsiPVXA34NwaRxLDvq6FbYw,Directed
UC23FduHce6_Sxlg-B6zLETw,UCcUvGInVRz5f7UcE3nbsifA,Directed
UC23FduHce6_Sxlg-B6zLETw,UCqMolAcGDftCIAevfV4VKCQ,Directed
UC23FduHce6_Sxlg-B6zLETw,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCpts-8H1DqUaGmUkFhbXMQQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCbhwcX6bieVUHWCk-rlgoXg,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCZhxinNV4MENiILU_SA3ySA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCAFQo82DCZTo-_tdASPhT3g,UC23FduHce6_Sxlg-B6zLETw,Directed
UCAFQo82DCZTo-_tdASPhT3g,UCeb5LzaPa2NqAz02JynDpQA,Directed
UCAFQo82DCZTo-_tdASPhT3g,UCgaqs9k-8EZSKiNStQN3bpA,Directed
UCAFQo82DCZTo-_tdASPhT3g,UCFK7a4Nm1UW7_U_nUuf5XRw,Directed
UCAFQo82DCZTo-_tdASPhT3g,UC70k3WFe3R6cD05hCMfiEtQ,Directed
UCAFQo82DCZTo-_tdASPhT3g,UCDgfRACJSj5NIU-ykayWLKw,Directed
UCAFQo82DCZTo-_tdASPhT3g,UCqMolAcGDftCIAevfV4VKCQ,Directed
UCAFQo82DCZTo-_tdASPhT3g,UCnjRfYt5SUX8oGgPVm4qElA,Directed
UCAFQo82DCZTo-_tdASPhT3g,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UC3Vu_TPM-SNPzs26aoIZ_BQ,UCg5Wvrdp-6_23rz_qpeBHIw,Directed
UC3Vu_TPM-SNPzs26aoIZ_BQ,UC23FduHce6_Sxlg-B6zLETw,Directed
UC3Vu_TPM-SNPzs26aoIZ_BQ,UCue2Utve3Cz8Cb2eIJzWGUQ,Directed
UC3Vu_TPM-SNPzs26aoIZ_BQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UC3Vu_TPM-SNPzs26aoIZ_BQ,UCMfQrKhX9cJFUEKrwuQN3lQ,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UCDgfRACJSj5NIU-ykayWLKw,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UCnjRfYt5SUX8oGgPVm4qElA,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UC23FduHce6_Sxlg-B6zLETw,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UCgLZRsWOcovcvSEzlWQC1HQ,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UCiNvk5FE6TESvUQVa4ejfug,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UCui1FNByj0e9FLgb0cvzd2w,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UC7O9FJE9W6uUjLMHbBSfu5A,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UCREn9btTz7dg8sNbdJ3ZIsQ,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UCuRd_x_ifxG2UGM1kqssdcQ,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UCI-AynP1PLBTcQEs3rsvFnA,Directed
UCv2vgvTIW1wMYBCw8rmzRAQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCqMolAcGDftCIAevfV4VKCQ,UC23FduHce6_Sxlg-B6zLETw,Directed
UCqMolAcGDftCIAevfV4VKCQ,UCAFQo82DCZTo-_tdASPhT3g,Directed
UCqMolAcGDftCIAevfV4VKCQ,UCbhwcX6bieVUHWCk-rlgoXg,Directed
UCqMolAcGDftCIAevfV4VKCQ,UCFK7a4Nm1UW7_U_nUuf5XRw,Directed
UCqMolAcGDftCIAevfV4VKCQ,UCpVauGHkVHyIIRQKCYk1ghQ,Directed
UCqMolAcGDftCIAevfV4VKCQ,UCV5eHpcfnPzZhvwP_5iAp-g,Directed
UCqMolAcGDftCIAevfV4VKCQ,UCgaqs9k-8EZSKiNStQN3bpA,Directed
UCqMolAcGDftCIAevfV4VKCQ,UCV_xSsAvnowPcNOxO2NaXfA,Directed
UCqMolAcGDftCIAevfV4VKCQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCN89T_hK-DhQGGa9fAkd1zA,UCcA6VnJdrELVbknANw5160g,Directed
UCN89T_hK-DhQGGa9fAkd1zA,UCEJotpo1zw3oqZna84doZEg,Directed
UCN89T_hK-DhQGGa9fAkd1zA,UCl5qxJR4xU8GUkRa430rpLQ,Directed
UCN89T_hK-DhQGGa9fAkd1zA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCcUvGInVRz5f7UcE3nbsifA,UCpts-8H1DqUaGmUkFhbXMQQ,Directed
UCcUvGInVRz5f7UcE3nbsifA,UC23FduHce6_Sxlg-B6zLETw,Directed
UCcUvGInVRz5f7UcE3nbsifA,UC7lzZvH8CjLa2Cz7ZtF9FaQ,Directed
UCcUvGInVRz5f7UcE3nbsifA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCBAW-URTY6E77Ljs0-ETeeA,UCMH_v9diO2IQax27YemIDbQ,Directed
UCBAW-URTY6E77Ljs0-ETeeA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCtkhoAJe_kTg7hvog5yMmhQ,UCCS84tq6qv1Km2Jbj-L0p1w,Directed
UCtkhoAJe_kTg7hvog5yMmhQ,UC9FWLqH9DHUPxxmPgAZ5ifg,Directed
UCtkhoAJe_kTg7hvog5yMmhQ,UCnrlZrvv8TTtckEXVoERWVg,Directed
UCtkhoAJe_kTg7hvog5yMmhQ,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UCm8bw2_9k9BFsX9IS759mLg,UCeMbJVcYAwc6OF_0rDF0_6A,Directed
UCGj1m0EFZX_viH00y05vdpA,UCnjRfYt5SUX8oGgPVm4qElA,Directed
UCGj1m0EFZX_viH00y05vdpA,UC23FduHce6_Sxlg-B6zLETw,Directed
UCGj1m0EFZX_viH00y05vdpA,UCgaqs9k-8EZSKiNStQN3bpA,Directed
UCGj1m0EFZX_viH00y05vdpA,UCeMbJVcYAwc6OF_0rDF0_6A,Directed
UCGj1m0EFZX_viH00y05vdpA,UCV5cP24Y--fHm2f7gU62zCg,Directed
UCGj1m0EFZX_viH00y05vdpA,UCeDNDFHGiePy0RxgnCqAnVg,Directed
UClERpUd3G38SnucBCkqkrHg,UCMfQrKhX9cJFUEKrwuQN3lQ,Directed
UCpwa7KPzv84EIFklmCjQ0ag,UC1H4TpuRT7msxfqG0jt3sNw,Directed
UCpwa7KPzv84EIFklmCjQ0ag,UCVrN23cf8SmtNIBK2C4Axbg,Directed
UCpwa7KPzv84EIFklmCjQ0ag,UC8TL2vRFztdTyeHB1UB6uXg,Directed
UCpwa7KPzv84EIFklmCjQ0ag,UCFh_8rlN5NDm98XyYO_oF4g,Directed
UCpwa7KPzv84EIFklmCjQ0ag,UCQ-SiTeoOXSIXKJ2oWcFgzg,Directed
UCpwa7KPzv84EIFklmCjQ0ag,UCGDYs5g7iHdUEpJaJPdldxA,Directed
UCpwa7KPzv84EIFklmCjQ0ag,UCKwZBaGSGXV1qXKG0lzRUvw,Directed
UCpwa7KPzv84EIFklmCjQ0ag,UCcvPf2Vf8u6LNqZbJjF40kw,Directed
UCpwa7KPzv84EIFklmCjQ0ag,UCWKddo-xrFkUXHAd-xm9Qow,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCFrvT80GaZd-KY7Ge6lHNjw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC3AqXmyeOPUPxDchLJ1_BpA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCQNKwa6vW__pkYujtRdLHHw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCU3UjFG2RPDP0kBqDTnHOOg,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCI7xNqHySZc_Hives2ocvuA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCKBp9gWKtoOYIRIQaCUna1g,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCktosL7nYkJlBnb2qAQ6liA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC6FX0-x8RRJ4WsZr32Qh_FQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCwqTIYOJpStr3fYHFBVKtlQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCYq3KD7LEL7k_SpIQchnkUA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCfvSs_APnByQv4O8u2BDb3w,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC7vXyDAQYhVmv_brjPXq7OQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCA3eFuPG9YK6aUj5pXa0Nxw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCOFENeirJL1PRqVojCK5dCA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCq8mrpoerVBzVAqy7QTLm5Q,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCEPr3huxC4mEPN8NtIKVmxA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCk1qY09hkqTworXLBKd5M-w,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCHAfbyjRQDE7hPz9EnWZgiw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCnpL3oj7FbM8lybMOkxoBFg,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC23FduHce6_Sxlg-B6zLETw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCi6PZ5-aXuMKFTnQPeMVeNw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCMni7qJl1ldiHEyLQxKjF0g,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCui1FNByj0e9FLgb0cvzd2w,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCwHONACLVwY8CQ6FCfyYL0w,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC7X7apI_6r23-cDxxsCiQ5A,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC1ppQ-QhC2TrYveHVX-HyFQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCqlyBARpvk58wMm1bLJH_qA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC384Ix3FfgMOm5gVesZHOSw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCUqK3x_uV8hPStGoDn7zL0A,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCEe12n7pL9Pl-i6qxBmpyeg,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCiNvk5FE6TESvUQVa4ejfug,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCnjRfYt5SUX8oGgPVm4qElA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCtWuuyXHgANtM-V0mpddkUQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCeMbJVcYAwc6OF_0rDF0_6A,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCjqOmgGJNqOxUZGOxM5oTCg,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCz8cCrs3YGIqXPzKf-qXV-A,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UChpSj_3dKH2zve17FOqqf7g,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC0UUCK0StOFavqmjQPfOjrQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCxHyezJh5n2v6H6QBVfgN-A,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC6pat6MyLd5PXfA7MMpI4Wg,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC2gqYcssw-KIRBtdoBc8sSw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC8vlNeqy8TxppnUVIwTBcyA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCrHEgxm41fmwwlrQW_lYUUA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCjbDldAL_NsB7EN8VKxHt-g,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCsgOdv9GAcxueUwRgoBC3-w,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCWCg4BANej1tf5imWkBVkUQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCpl3F4oyCvv60w8CdfHU-Cw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCz0Pgh5wou5K6T0yUOkwBIA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCIf_uOaILyxipEiefNqBfAA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCvGbH22CwNpyhZ4PmB-16Iw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCBJ5DNdkGECVf7O28CxDcTg,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCqA2RzFdFSPXmilOFIJgcvQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCS_BWTUf43qoA8gAEkpf4FQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC9pvGslyCA3LWZ11qZlL7IA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCISnbCkxbPgSQNOkUYzOY_Q,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCMPL4pZZPT347_FHXPxtMMQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UC5G7mFBG-Nuk24lXkxLcqzQ,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UChdYBQJD5EvkIrPXFJySflw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCbXf0tJnahTFtJWab8lOSvA,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCH6F2cY2G6Q1r-EFaogCVrw,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCaa68HNVOL7sIkHY9VPUFVg,Directed
UCMfQrKhX9cJFUEKrwuQN3lQ,UCOoRaocLJJQyvR5oAceBSNw,Directed
